WKT;codvia;lf_add;lt_add;rf_add;rt_add;tipcalle;nomcalle;longitud;tipnomcall
"LINESTRING (726382.587 4373906.388,726342.27 4373908.25299999956)";14470;15;17;0;0;C;MOLINELL;0.00000;C. MOLINELL
"LINESTRING (726382.587 4373906.388,726403.306 4373905.829)";14470;0;0;0;0;C;MOLINELL;0.00000;C. MOLINELL
"LINESTRING (726403.306 4373905.829,726411.614 4373905.463)";14470;0;0;0;0;C;MOLINELL;0.00000;C. MOLINELL
"LINESTRING (726613.804 4373974.555,726599.162 4373989.773)";61410;0;0;0;0;AV;PRIMADO REIG;0.00000;AV. PRIMADO REIG
"LINESTRING (726564.888 4374003.511,726447.77 4374044.957)";19110;0;0;0;0;C;COFRENTES;0.00000;C. COFRENTES
"LINESTRING (726564.888 4374003.511,726588.8 4373982.406)";61410;0;0;0;0;AV;PRIMADO REIG;0.00000;AV. PRIMADO REIG
"LINESTRING (726567.478 4373990.37,726588.8 4373982.406)";19110;0;0;0;0;C;COFRENTES;0.00000;C. COFRENTES
"LINESTRING (726588.8 4373982.406,726613.804 4373974.555)";61410;0;0;0;0;AV;PRIMADO REIG;0.00000;AV. PRIMADO REIG
"LINESTRING (724278.123 4372247.63,724258.735 4372284.048,724231.98 4372289.472)";57300;103;105;0;0;AV;PEREZ GALDOS;0.00000;AV. PEREZ GALDOS
"LINESTRING (725577.454 4373261.87299999967,725580.529 4373272.603,725583.133 4373276.832)";32550;11;11;0;0;C;GARCILASO;0.00000;C. GARCILASO
"LINESTRING (725583.133 4373276.832,725591.718 4373291.103,725592.655 4373292.603,725604.968 4373305.603)";32550;15;15;20;26;C;GARCILASO;0.00000;C. GARCILASO
"LINESTRING (723611.829 4371614.122,723610.391 4371606.12299999967,723605.016 4371576.62299999967,723604.204 4371572.62299999967)";69810;21;23;0;0;C;SANTA CRUZ DE TENERIFE;42.19548;C. SANTA CRUZ DE TENERIFE
"LINESTRING (725870.654 4371626.887,725785.401 4371578.949)";33630;11;19;8;16;G.V.;GERMANIAS;77.36220;G.V. GERMANIAS
"LINESTRING (726263.518 4371601.608,726276.505 4371580.0)";38670;0;0;0;0;AV;REGNE DE VALENCIA;29.98548;AV. REGNE DE VALENCIA
"LINESTRING (725357.33 4371576.113,725318.456 4371643.613)";62670;0;0;0;0;G.V.;RAMON Y CAJAL;77.89426;G.V. RAMON Y CAJAL
"LINESTRING (725366.768 4371607.613,725362.142 4371592.113,725358.267 4371579.113,725357.33 4371576.113)";20550;57;57;0;0;C;CONVENTO DE JERUSALEN;32.88362;C. CONVENTO DE JERUSALEN
"LINESTRING (726334.228 4374068.683,726388.502 4374050.78299999982)";19110;0;0;12;12;C;COFRENTES;0.00000;C. COFRENTES
"LINESTRING (727493.645 4371698.6,727443.958 4371545.60099999979)";5430;0;0;32;46;C;ANDRES MANCEBO;160.86593;C. ANDRES MANCEBO
"LINESTRING (723695.454 4371546.12299999967,723635.579 4371557.62299999967)";81121;1;15;2;16;C;FEDERICO IRANZO;60.96938;C. FEDERICO IRANZO
"LINESTRING (723699.391 4371566.122,723695.454 4371546.12299999967)";81118;0;0;8;10;C;FRANCISCO ALEGRE;20.38391;C. FRANCISCO ALEGRE
"LINESTRING (722946.139 4371547.12799999956,722962.202 4371549.12799999956)";51180;0;0;12;12;PL;MURCIA;16.18653;PL. MURCIA
"LINESTRING (729637.18 4371555.86099999957,729667.895 4371555.56599999964)";31110;0;0;58;58;C;FRANCISCO CUBELLS;59.59825;C. FRANCISCO CUBELLS
"LINESTRING (729604.189 4371548.468,729637.18 4371555.86099999957)";31110;49;49;54;56;C;FRANCISCO CUBELLS;32.06250;C. FRANCISCO CUBELLS
"LINESTRING (729637.18 4371555.86099999957,729637.18 4371562.292,729637.472 4371568.722,729640.251 4371635.966)";61620;1;11;2;14;C;PROGRESO;87.59153;C. PROGRESO
"LINESTRING (729566.564 4371550.471,729576.501 4371548.47,729604.189 4371548.468)";31110;47;47;50;52;C;FRANCISCO CUBELLS;37.82426;C. FRANCISCO CUBELLS
"LINESTRING (729604.189 4371548.468,729611.251 4371637.468)";38820;1;17;2;14;C;JOSE BENLLIURE;89.27978;C. JOSE BENLLIURE
"LINESTRING (726206.933 4374082.394,726213.109 4374085.642,726218.636 4374090.352,726222.212 4374094.41199999955,726223.547 4374097.11,726224.713 4374099.052)";2790;0;0;62;62;C;ALMAZORA;0.00000;C. ALMAZORA
"LINESTRING (723791.579 4371578.122,723785.516 4371549.122)";81106;0;0;2;2;C;VICENTE AGUSTI;29.62691;C. VICENTE AGUSTI
"LINESTRING (722962.202 4371549.12799999956,722981.098 4371577.997)";51180;0;0;0;0;PL;MURCIA;27.69138;PL. MURCIA
"LINESTRING (723003.827 4371553.127,722962.202 4371549.12799999956)";51180;13;15;14;16;PL;MURCIA;41.81675;PL. MURCIA
"LINESTRING (730054.902 4371548.49799999967,730078.878 4371570.661,730091.183 4371581.432)";81248;0;0;0;0;PL;"ADUANA, LA";90.60238;"PL. ADUANA, LA"
"LINESTRING (727915.958 4371582.59499999974,728007.582 4371550.08899999969)";49080;2;8;1;1;C;FUENCALIENTE;97.21826;C. FUENCALIENTE
"LINESTRING (729538.44 4371554.973,729566.564 4371550.471)";31110;43;43;0;0;C;FRANCISCO CUBELLS;28.48273;C. FRANCISCO CUBELLS
"LINESTRING (729566.564 4371550.471,729568.314 4371563.471,729569.064 4371568.471,729578.626 4371638.971)";28140;19;31;22;36;C;ESCALANTE;89.31876;C. ESCALANTE
"LINESTRING (724974.767 4371591.115,724949.83 4371550.615)";38250;71;71;62;62;C;JESUS;47.56184;C. JESUS
"LINESTRING (726845.547 4373894.207,726976.978 4373850.524)";25170;0;0;20;30;C;DOCTOR VICENTE ZARAGOZA;0.00000;C. DOCTOR VICENTE ZARAGOZA
"LINESTRING (723772.454 4371551.622,723712.641 4371563.622)";81117;1;15;2;16;C;MANUEL GRIFOLL;61.00439;C. MANUEL GRIFOLL
"LINESTRING (726845.547 4373894.207,726850.024 4373906.508)";25170;0;0;0;0;C;DOCTOR VICENTE ZARAGOZA;0.00000;C. DOCTOR VICENTE ZARAGOZA
"LINESTRING (727228.619 4371544.70299999975,727210.769 4371553.602)";58710;0;0;0;0;PSO;ALAMEDA;38.18458;PSO. ALAMEDA
"LINESTRING (729510.877 4371559.47499999963,729538.44 4371554.973)";31110;41;41;44;44;C;FRANCISCO CUBELLS;27.92743;C. FRANCISCO CUBELLS
"LINESTRING (729538.44 4371554.973,729545.065 4371642.973)";65670;1;13;2;16;C;ROSARIO;88.24903;C. ROSARIO
"LINESTRING (724346.454 4371555.619,724286.829 4371564.119)";27750;1;1;2;12;C;ENRIQUE OLMOS;60.22782;C. ENRIQUE OLMOS
"LINESTRING (724368.205 4371606.61799999978,724346.454 4371555.619)";43920;27;31;38;42;C;MAESTRO BELLVER;55.44423;C. MAESTRO BELLVER
"LINESTRING (729746.292 4371576.60599999968,729749.217 4371604.37299999967,729750.972 4371618.11099999957,729751.312 4371630.95799999963)";6420;1;2;0;0;PL;ARMADA ESPAÑOLA;77.79443;PL. ARMADA ESPAÑOLA
"LINESTRING (729794.249 4371628.955,729791.926 4371595.893)";6420;9;10;0;0;PL;ARMADA ESPAÑOLA;72.29281;PL. ARMADA ESPAÑOLA
"LINESTRING (729788.708 4371558.188,729805.812 4371561.45299999975,729845.92 4371563.866)";39870;0;0;0;0;C;DOCTOR MARCOS SOPENA;58.70753;C. DOCTOR MARCOS SOPENA
"LINESTRING (729016.382 4371582.013,729028.063 4371577.836)";56310;17;19;0;0;C;PEAÑA;74.27149;C. PEAÑA
"LINESTRING (729086.32 4371557.007,729121.623 4371616.467)";71130;17;19;0;0;C;SERRERIA;71.51336;C. SERRERIA
"LINESTRING (723639.579 4371577.62299999967,723635.579 4371557.62299999967)";81124;0;0;2;2;C;JUAN ROMERO;20.39608;C. JUAN ROMERO
"LINESTRING (726825.708 4371694.104,726890.394 4371583.604,726905.082 4371558.604)";66420;45;53;42;58;C;SALAMANCA;157.03710;C. SALAMANCA
"LINESTRING (726905.082 4371558.604,726994.894 4371610.103)";43770;15;23;14;14;C;MESTRE RACIONAL;103.53036;C. MESTRE RACIONAL
"LINESTRING (726396.268 4371568.60699999984,726435.581 4371559.10699999984)";38670;31;35;0;0;AV;REGNE DE VALENCIA;40.44407;AV. REGNE DE VALENCIA
"LINESTRING (726276.505 4371580.0,726288.143 4371559.108)";38670;0;0;38;38;AV;REGNE DE VALENCIA;19.13368;AV. REGNE DE VALENCIA
"LINESTRING (729505.44 4371560.47599999979,729510.877 4371559.47499999963)";31110;0;0;0;0;C;FRANCISCO CUBELLS;5.52869;C. FRANCISCO CUBELLS
"LINESTRING (729472.252 4371565.978,729490.377 4371562.977,729505.44 4371560.47599999979)";31110;37;37;40;40;C;FRANCISCO CUBELLS;33.64016;C. FRANCISCO CUBELLS
"LINESTRING (729505.44 4371560.47599999979,729520.877 4371645.47499999963)";5220;1;7;2;10;C;AMPARO;86.39049;C. AMPARO
"LINESTRING (723022.508 4371553.779,723137.703 4371567.125)";63630;1;7;0;0;C;REPUBLICA DOMINICANA;57.30732;C. REPUBLICA DOMINICANA
"LINESTRING (724678.665 4371582.45799999963,724624.7 4371671.137)";57300;25;33;28;42;AV;PEREZ GALDOS;240.23439;AV. PEREZ GALDOS
"LINESTRING (724766.581 4371694.116,724700.965 4371579.943)";22020;51;59;60;72;C;CUENCA;152.13091;C. CUENCA
"LINESTRING (728292.016 4371600.56699999981,728370.578 4371563.06099999975,728371.64 4371562.56099999975)";37470;153;173;112;112;C;ISLAS CANARIAS;88.22779;C. ISLAS CANARIAS
"LINESTRING (728382.703 4371604.56,728371.578 4371573.56099999975,728371.64 4371562.56099999975)";67230;1;1;2;2;C;SAMUEL ROS;43.93596;C. SAMUEL ROS
"LINESTRING (725728.144 4371710.61,725614.643 4371641.61099999957)";70800;1;11;2;12;C;SEGORBE;132.82790;C. SEGORBE
"LINESTRING (723866.017 4371642.621,723807.267 4371654.621)";81111;1;15;2;16;C;JOSE MARIA CORBIN FERRER;59.96301;C. JOSE MARIA CORBIN FERRER
"LINESTRING (729520.877 4371645.47499999963,729545.065 4371642.973)";45630;43;45;38;38;C;MARIANO CUBER;24.31636;C. MARIANO CUBER
"LINESTRING (729545.065 4371642.973,729545.19 4371643.973,729547.252 4371690.974,729549.171 4371735.613)";65670;15;31;18;42;C;ROSARIO;48.05301;C. ROSARIO
"LINESTRING (725318.456 4371643.613,725284.768 4371697.613)";62670;0;0;0;0;G.V.;RAMON Y CAJAL;63.64627;G.V. RAMON Y CAJAL
"LINESTRING (725330.581 4371685.113,725320.768 4371651.613,725320.331 4371650.113,725318.456 4371643.613)";29100;17;17;0;0;C;ESTRELLA;43.23505;C. ESTRELLA
"LINESTRING (723125.141 4371670.125,723125.516 4371666.625,723128.329 4371643.625)";73920;0;0;12;12;AV;TRES CRUCES;26.69135;AV. TRES CRUCES
"LINESTRING (722908.828 4371644.12799999956,722950.578 4371649.127)";51180;0;0;5;6;PL;MURCIA;42.04834;PL. MURCIA
"LINESTRING (728524.138 4371644.55,728410.764 4371684.058)";62880;1;7;2;10;C;RAMON MARQUET;120.05890;C. RAMON MARQUET
"LINESTRING (728524.138 4371644.55,728548.513 4371715.048)";37050;9;19;10;18;C;INDUSTRIA;74.59484;C. INDUSTRIA
"LINESTRING (724121.08 4371644.619,724025.517 4371665.62)";51420;1;1;0;0;C;MUSICO AYLLON;97.84269;C. MUSICO AYLLON
"LINESTRING (724145.955 4371675.119,724139.33 4371667.119,724121.08 4371644.619)";6390;0;0;0;0;C;ARCHIDUQUE CARLOS;39.35793;C. ARCHIDUQUE CARLOS
"LINESTRING (726165.485 4374114.876,726164.998 4374107.24299999978,726165.972 4374100.421)";2790;0;0;0;0;C;ALMAZORA;0.00000;C. ALMAZORA
"LINESTRING (729498.002 4371648.477,729499.69 4371647.977,729518.127 4371645.97499999963,729520.877 4371645.47499999963)";45630;0;0;36;36;C;MARIANO CUBER;23.10076;C. MARIANO CUBER
"LINESTRING (729522.44 4371680.97499999963,729520.877 4371645.47499999963)";13080;12;15;0;0;PL;CALABUIG;35.53437;PL. CALABUIG
"LINESTRING (729483.627 4371649.978,729498.002 4371648.477)";45630;0;0;0;0;C;MARIANO CUBER;14.45305;C. MARIANO CUBER
"LINESTRING (729498.002 4371648.477,729501.94 4371682.977,729522.44 4371680.97499999963)";13080;1;6;0;0;PL;CALABUIG;55.32130;PL. CALABUIG
"LINESTRING (722950.578 4371649.127,722956.39 4371669.627)";51180;0;0;0;0;PL;MURCIA;21.30810;PL. MURCIA
"LINESTRING (729444.628 4371654.48099999968,729483.627 4371649.978)";45630;35;37;32;32;C;MARIANO CUBER;39.25876;C. MARIANO CUBER
"LINESTRING (726165.972 4374100.421,726169.873 4374094.41199999955,726176.537 4374087.916,726184.339 4374083.531,726192.954 4374081.09499999974,726201.894 4374081.42,726206.933 4374082.394)";2790;0;0;0;0;C;ALMAZORA;0.00000;C. ALMAZORA
"LINESTRING (727634.146 4371823.599,727622.521 4371791.099,727572.708 4371652.6)";42060;1;17;2;44;C;LO RAT PENAT;181.70190;C. LO RAT PENAT
"LINESTRING (725385.581 4371669.61199999973,725390.393 4371668.61199999973,725444.956 4371653.11199999973)";27870;15;19;6;12;C;ERMITA;61.63669;C. ERMITA
"LINESTRING (725466.957 4371726.61199999973,725444.956 4371653.11199999973)";56820;37;45;36;48;C;PELAYO;76.72190;C. PELAYO
"LINESTRING (722816.89 4371695.62899999972,722822.077 4371654.12899999972)";16230;0;0;0;0;C;CASA MISERICORDIA;41.82296;C. CASA MISERICORDIA
"LINESTRING (722841.889 4371656.12899999972,722822.077 4371654.12899999972)";28620;0;0;16;16;C;ESCULTOR SALZILLO;19.91319;C. ESCULTOR SALZILLO
"LINESTRING (729388.941 4371660.985,729390.378 4371660.985,729444.628 4371654.48099999968)";45630;27;31;26;30;C;MARIANO CUBER;56.07551;C. MARIANO CUBER
"LINESTRING (729444.628 4371654.48099999968,729459.378 4371765.48099999968)";75660;41;59;32;46;C;VICENTE BRULL;111.97572;C. VICENTE BRULL
"LINESTRING (723813.142 4371685.121,723807.267 4371654.621)";81112;0;0;0;0;C;JUAN JOSE GOMEZ;31.06068;C. JUAN JOSE GOMEZ
"LINESTRING (722833.015 4371726.12799999956,722841.889 4371656.12899999972)";28620;0;0;14;14;C;ESCULTOR SALZILLO;70.56037;C. ESCULTOR SALZILLO
"LINESTRING (722907.828 4371664.12799999956,722890.39 4371662.12799999956,722841.889 4371656.12899999972)";28620;5;11;8;12;C;ESCULTOR SALZILLO;66.42155;C. ESCULTOR SALZILLO
"LINESTRING (724338.647 4374883.761,724415.854 4374947.593)";81680;0;0;0;0;AV;LEVANTE U.D.;0.00000;AV. LEVANTE U.D.
"LINESTRING (726387.395 4371780.10599999968,726390.395 4371775.10599999968,726458.519 4371659.10599999968)";2850;13;21;14;22;C;ALMIRANTE CADARSO;140.35610;C. ALMIRANTE CADARSO
"LINESTRING (726458.519 4371659.10599999968,726553.707 4371715.10599999968)";12600;11;21;12;22;C;BURRIANA;110.43849;C. BURRIANA
"LINESTRING (723942.83 4371659.12,723925.517 4371662.62)";80320;3;3;10;10;C;CARMEN TRONCHONI;17.66275;C. CARMEN TRONCHONI
"LINESTRING (723249.891 4371660.12399999984,723194.266 4371671.12399999984)";81130;25;25;14;14;C;LLOMBAY;56.70221;C. LLOMBAY
"LINESTRING (723232.706 4371825.12299999967,723235.706 4371791.12299999967,723241.892 4371721.62399999984,723249.891 4371660.12399999984)";81132;1;1;2;2;C;JOSE BOSCH HERRERO;165.92513;C. JOSE BOSCH HERRERO
"LINESTRING (722988.266 4371673.626,723035.016 4371660.626)";64050;1;3;2;2;C;REY SAUD;48.52383;C. REY SAUD
"LINESTRING (723028.516 4371728.625,723035.016 4371660.626)";80370;3;3;20;22;C;VIRGEN DE LA FUENSANTA;68.30996;C. VIRGEN DE LA FUENSANTA
"LINESTRING (723035.016 4371660.626,723125.141 4371670.125)";64050;5;5;4;12;C;REY SAUD;90.62431;C. REY SAUD
"LINESTRING (729343.692 4371666.489,729388.941 4371660.985)";45630;21;23;20;24;C;MARIANO CUBER;45.58303;C. MARIANO CUBER
"LINESTRING (722914.702 4371592.62799999956,722919.827 4371544.62899999972)";51180;0;0;0;0;PL;MURCIA;48.27282;PL. MURCIA
"LINESTRING (727334.264 4371587.684,727341.883 4371584.82799999975,727390.395 4371566.10099999979,727407.315 4371559.696)";8250;1;7;0;0;AV;BALEARES;166.80507;AV. BALEARES
"LINESTRING (722952.043 4371627.599,722950.578 4371649.127)";51180;0;0;3;4;PL;MURCIA;19.54412;PL. MURCIA
"LINESTRING (723942.83 4371659.12,723936.642 4371630.121)";80330;0;0;2;2;C;JUAN ANTONIO VALERO DE PALMA;29.65274;C. JUAN ANTONIO VALERO DE PALMA
"LINESTRING (729705.5 4371632.961,729751.312 4371630.95799999963)";6420;5;5;0;0;PL;ARMADA ESPAÑOLA;45.85614;PL. ARMADA ESPAÑOLA
"LINESTRING (729751.312 4371630.95799999963,729758.937 4371730.95799999963)";2910;1;15;2;20;C;REINA;100.29028;C. REINA
"LINESTRING (727154.065 4375095.275,727157.809 4375100.03199999966)";1470;37;37;0;0;C.V.;ALBORAYA C.V.;0.00000;C.V. ALBORAYA C.V.
"LINESTRING (728293.016 4371636.56699999981,728303.891 4371632.56599999964)";25680;0;0;0;0;AV;PUERTO;11.58730;AV. PUERTO
"LINESTRING (729670.438 4371634.96399999969,729705.5 4371632.961)";45630;63;65;50;50;C;MARIANO CUBER;35.11949;C. MARIANO CUBER
"LINESTRING (729705.5 4371632.961,729713.438 4371734.962)";9000;1;19;2;18;C;BARRACA;102.30838;C. BARRACA
"LINESTRING (722822.077 4371654.12899999972,722824.639 4371633.62899999972)";16230;11;11;0;0;C;CASA MISERICORDIA;20.65954;C. CASA MISERICORDIA
"LINESTRING (722824.639 4371633.62899999972,722890.389 4371642.12799999956,722908.828 4371644.12799999956)";51180;0;0;0;0;PL;MURCIA;84.84281;PL. MURCIA
"LINESTRING (723631.642 4371722.122,723631.267 4371720.122,723620.455 4371661.122,723615.516 4371634.122)";69810;13;17;10;10;C;SANTA CRUZ DE TENERIFE;89.46518;C. SANTA CRUZ DE TENERIFE
"LINESTRING (733051.651 4354445.099,733051.094 4354473.456)";46350;15;16;14;14;GRUP;MARQUES DE VALLTERRA;0.00000;GRUP. MARQUES DE VALLTERRA
"LINESTRING (726075.92 4371729.149,726118.027 4371654.519)";34800;1;11;2;8;C;GREGORIO MAYANS;109.09808;C. GREGORIO MAYANS
"LINESTRING (724267.08 4371634.619,724195.172 4371655.029,724186.949 4371657.22,724166.39 4371662.972)";45660;29;35;22;34;C;MARIANO RIBERA;123.26521;C. MARIANO RIBERA
"LINESTRING (726219.847 4374183.34,726271.275 4374239.188)";2790;0;0;0;0;C;ALMAZORA;0.00000;C. ALMAZORA
"LINESTRING (729116.117 4380570.548,729129.357 4380561.41399999987)";67350;0;0;0;0;PL;SAN BENITO;0.00000;PL. SAN BENITO
"LINESTRING (724338.893 4371767.61699999962,724267.08 4371634.619)";7710;15;25;18;24;C;AYORA;151.14905;C. AYORA
"LINESTRING (729640.251 4371635.966,729670.438 4371634.96399999969)";45630;61;61;48;48;C;MARIANO CUBER;30.20406;C. MARIANO CUBER
"LINESTRING (729670.438 4371634.96399999969,729677.875 4371738.46399999969)";54660;17;47;10;28;C;PADRE LUIS NAVARRO;103.76688;C. PADRE LUIS NAVARRO
"LINESTRING (728107.331 4371668.581,728163.27 4371648.298,728190.41 4371638.376)";37470;131;133;94;102;C;ISLAS CANARIAS;96.34503;C. ISLAS CANARIAS
"LINESTRING (727613.833 4371641.6,727638.395 4371635.6)";7470;41;41;40;40;C;ASTURIAS;25.28471;C. ASTURIAS
"LINESTRING (727699.584 4371810.599,727692.709 4371791.099,727638.395 4371635.6)";64590;3;21;4;14;C;RIO ESCALONA;185.38862;C. RIO ESCALONA
"LINESTRING (727532.208 4371665.6,727566.708 4371635.6)";7470;29;37;0;0;C;ASTURIAS;45.71925;C. ASTURIAS
"LINESTRING (727566.708 4371635.6,727572.708 4371652.6)";7470;0;0;0;0;C;ASTURIAS;18.02776;C. ASTURIAS
"LINESTRING (729611.251 4371637.468,729640.251 4371635.966)";45630;55;57;0;0;C;MARIANO CUBER;29.03877;C. MARIANO CUBER
"LINESTRING (729640.251 4371635.966,729647.814 4371740.967)";61620;15;37;18;44;C;PROGRESO;105.27199;C. PROGRESO
"LINESTRING (728864.447 4371636.524,728774.198 4371666.531)";39540;1;13;2;12;C;JUAN BAUTISTA PERALES;95.10553;C. JUAN BAUTISTA PERALES
"LINESTRING (728864.447 4371636.524,728892.447 4371715.023)";35730;23;47;22;40;C;HIERROS;83.34417;C. HIERROS
"LINESTRING (728209.392 4371666.07299999986,728293.016 4371636.56699999981)";25680;127;131;154;168;AV;PUERTO;88.67576;AV. PUERTO
"LINESTRING (728293.016 4371636.56699999981,728321.141 4371715.065)";35070;1;9;0;0;C;GUILLEM DE ANGLESOLA;83.38624;C. GUILLEM DE ANGLESOLA
"LINESTRING (726648.583 4371771.105,726726.144 4371636.605)";18570;29;43;32;48;C;CISCAR;155.26169;C. CISCAR
"LINESTRING (726726.144 4371636.605,726825.708 4371694.104)";63360;23;33;20;28;C;REINA DOÑA GERMANA;114.97366;C. REINA DOÑA GERMANA
"LINESTRING (723807.267 4371654.621,723803.891 4371637.121)";81112;0;0;2;2;C;JUAN JOSE GOMEZ;17.82248;C. JUAN JOSE GOMEZ
"LINESTRING (729578.626 4371638.971,729611.251 4371637.468)";45630;51;53;42;44;C;MARIANO CUBER;32.65946;C. MARIANO CUBER
"LINESTRING (729611.251 4371637.468,729616.939 4371743.96899999958)";38820;19;43;18;40;C;JOSE BENLLIURE;106.65176;C. JOSE BENLLIURE
"LINESTRING (723018.088 4371632.132,723128.329 4371643.625)";33540;0;0;1;6;C;CONSELLER FRANCISCO BOSCH;56.38266;C. CONSELLER FRANCISCO BOSCH
"LINESTRING (729545.065 4371642.973,729578.626 4371638.971)";45630;47;49;40;40;C;MARIANO CUBER;33.80002;C. MARIANO CUBER
"LINESTRING (729578.626 4371638.971,729587.439 4371740.471,729587.939 4371747.971)";28140;33;59;40;64;C;ESCALANTE;109.39849;C. ESCALANTE
"LINESTRING (725444.956 4371653.11199999973,725496.581 4371639.11199999973)";27870;21;25;16;16;C;ERMITA;53.48963;C. ERMITA
"LINESTRING (725518.268 4371712.61099999957,725496.581 4371639.11199999973)";8040;0;0;36;44;C;BAILEN;76.63288;C. BAILEN
"LINESTRING (733037.181 4354436.86199999973,733018.689 4354456.047)";46350;12;13;0;0;GRUP;MARQUES DE VALLTERRA;0.00000;GRUP. MARQUES DE VALLTERRA
"LINESTRING (727572.708 4371652.6,727613.833 4371641.6)";7470;39;39;34;38;C;ASTURIAS;42.57071;C. ASTURIAS
"LINESTRING (727613.833 4371641.6,727666.209 4371791.099,727674.771 4371815.599)";64500;1;11;2;18;C;RIO ARCOS;184.36209;C. RIO ARCOS
"LINESTRING (725660.144 4371827.11,725614.643 4371641.61099999957)";2670;3;19;0;0;C;ALICANTE;190.99869;C. ALICANTE
"LINESTRING (724424.268 4371725.11699999962,724390.392 4371653.61799999978,724368.205 4371606.61799999978)";43920;17;25;18;32;C;MAESTRO BELLVER;131.09257;C. MAESTRO BELLVER
"LINESTRING (724482.142 4371614.11799999978,724469.142 4371629.11799999978,724455.08 4371616.11799999978,724390.392 4371609.11799999978,724368.205 4371606.61799999978)";45660;13;17;10;12;C;MARIANO RIBERA;126.39330;C. MARIANO RIBERA
"LINESTRING (725318.456 4371643.613,725321.456 4371641.613,725324.831 4371639.113,725366.768 4371607.613)";77490;1;5;0;0;C;VIVES LIERN;60.25564;C. VIVES LIERN
"LINESTRING (725385.581 4371669.61199999973,725366.768 4371607.613)";20550;49;55;48;50;C;CONVENTO DE JERUSALEN;64.79128;C. CONVENTO DE JERUSALEN
"LINESTRING (723858.454 4371607.621,723800.141 4371619.621)";81109;1;15;2;16;C;SALVADOR CORTILS;59.53442;C. SALVADOR CORTILS
"LINESTRING (723645.454 4371607.622,723611.829 4371614.122)";81123;3;3;10;10;C;MARIO ARISTOY;34.24749;C. MARIO ARISTOY
"LINESTRING (729136.878 4371611.813,729165.694 4371608.002)";31110;0;0;2;2;C;FRANCISCO CUBELLS;36.68154;C. FRANCISCO CUBELLS
"LINESTRING (729165.694 4371608.002,729186.131 4371685.001)";71130;0;0;12;12;C;SERRERIA;79.66612;C. SERRERIA
"LINESTRING (726301.269 4371729.60699999984,726372.582 4371608.60699999984)";44070;11;27;14;28;C;MAESTRO GOZALBO;140.45096;C. MAESTRO GOZALBO
"LINESTRING (726372.582 4371608.60699999984,726390.394 4371619.10699999984,726458.519 4371659.10599999968)";12600;5;9;2;10;C;BURRIANA;99.67702;C. BURRIANA
"LINESTRING (726142.111 4371612.922,726131.81 4371631.56699999981)";38670;0;0;0;0;AV;REGNE DE VALENCIA;29.55298;AV. REGNE DE VALENCIA
"LINESTRING (726928.958 4371736.603,726994.894 4371610.103)";37650;0;0;24;27;AV;JACINTO BENAVENTE;142.65344;AV. JACINTO BENAVENTE
"LINESTRING (726994.894 4371610.103,727013.144 4371616.103)";37650;0;0;0;0;AV;JACINTO BENAVENTE;19.21100;AV. JACINTO BENAVENTE
"LINESTRING (726389.512 4374973.227,726423.101 4375010.09399999958,726439.621 4375027.506)";81164;5;7;2;2;C;ESTEBAN DOLZ DEL CASTELLAR;0.00000;C. ESTEBAN DOLZ DEL CASTELLAR
"LINESTRING (725307.442 4375278.131,725329.135 4375209.654)";81566;1;5;2;4;C;MARIA TERESA OLLER I BENLLOCH (MUSICOLOGA);0.00000;C. MARIA TERESA OLLER I BENLLOCH (MUSICOLOGA)
"LINESTRING (725917.286 4371655.871,725870.654 4371626.887)";33630;1;9;2;6;G.V.;GERMANIAS;75.97697;G.V. GERMANIAS
